country_code,country_name,region_id,Region Name,income_roup,income_group_name,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1976,300000,1106603
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1976tq,101000,361618
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1977,505000,1737186
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1978,564000,1817596
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1979,746000,2224210
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1980,827000,2268239
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1981,997000,2490010
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1982,944000,2204063
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1983,17859000,39953022
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1984,5474000,11822893
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1985,25830000,53992474
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1986,12108000,24750613
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1987,15888000,31769646
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1988,11474000,22223514
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1989,10675000,19871557
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1990,9116000,16369187
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1991,9784000,16965493
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1992,7009000,11857553
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1993,7320000,12099173
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1994,4017000,6497897
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1995,3882000,6148242
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1996,1476000,2294775
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1997,1758640,2686587
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1998,1992000,3005431
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1999,2328000,3467899
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2000,2084000,3041891
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2001,2689080,3834423
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2002,2687887,3772473
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2003,2493011,3436265
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2004,2626108,3534942
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2005,3139577,4100805
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2006,2684760,3398001
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2007,5856825,7216395
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2008,3746378,4522427
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2009,7283742,8692854
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2010,10562512,12498532
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2011,15645006,18149659
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2012,7671267,8734222
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2013,6225060,6959259
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2014,9628204,10560716
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2015,8044524,8726026
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2016,10143473,10905789
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2017,10348671,10932463
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2018,6177868,6378798
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2019,11439404,11583032
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2020,8598519,8598519
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2021,2388347,2348425
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2022,294193,284051
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2001,2400390,3422773
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2002,2872206,4031165
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2003,2392482,3297701
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2004,2434217,3276643
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2005,2832751,3700041
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2006,2469053,3124989
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2007,5407641,6662940
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2008,3196642,3858816
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2009,6793081,8107270
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2010,7890407,9336653
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2011,15894894,18439555
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2012,8167966,9299746
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2013,6373846,7125593
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2014,9290956,10190804
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2015,8165139,8856858
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2016,7967244,8566007
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2017,9996175,10560078
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2018,7075155,7305274
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2019,10438722,10569788
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2020,7166891,7166891
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2021,2712703,2667366
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2022,265570,256417
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2008,370000,441207
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2009,865000,1019684
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2010,420000,490888
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2011,420000,481284
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2012,420000,472332
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2013,1030000,1137410
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2014,1180000,1278447
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2015,1005000,1076403
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2016,1250000,1327055
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2017,1250000,1303914
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2018,200000,203880
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2019,200000,200000
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2020,200000,196128
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2021,200000,192289
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2022,250000,235627
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2008,243000,289765
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2009,420000,495107
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2010,220000,257132
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2011,420000,481284
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2012,690000,775974
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2013,1012000,1117533
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2014,1180000,1278447
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2015,1050000,1124600
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2016,1250000,1327055
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2017,1250000,1303914
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2018,1250000,1274248
BLZ,Belize,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2019,235000,235000
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,2,Obligations,2005,25000,32654
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,2,Obligations,2010,31478,37248
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,2,Obligations,2015,11250,12203
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,3,Disbursements,2005,25000,32654
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,3,Disbursements,2006,12500,15821
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,3,Disbursements,2007,12500,15402
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,3,Disbursements,2010,31478,37248
BMU,Bermuda,6,Western Hemisphere,HIC,High Income Country,3,Disbursements,2015,11250,12203
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2006,133790000,167270967
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2007,122191000,148718618
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2008,99734000,118927850
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2009,85941000,101309485
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2010,72524000,84764592
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2011,41497000,47551993
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2012,28829000,32421093
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2013,5171000,5710238
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1946,400000,4357298
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1947,400000,3929273
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1948,400000,3587444
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1949,400000,3472222
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1950,500000,4397537
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1951,500000,4177109
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1952,1501000,12056225
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1953,1300000,10252366
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1954,15800000,123148870
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1955,27000000,208816706
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1956,28100000,211915535
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1957,27300000,198545454
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1958,22486000,158687368
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1959,25240000,175399583
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1960,15323000,105023990
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1961,32452000,219566983
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1962,38996000,261192230
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1963,67962000,449781602
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1964,80050000,523202613
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1965,21297000,136870180
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1966,40162000,252591194
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1967,22920000,139926739
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1968,21046000,124165194
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1969,23451000,132267343
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1970,9488000,50819496
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1971,14208000,72415903
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1972,66022000,321274938
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1973,32093000,149617715
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1974,55010000,239382072
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1975,33016000,130240632
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1976,42928000,158347474
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1976tq,13401000,47980665
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1977,48204000,165820434
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1978,53931000,173802772
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1979,57483000,171386404
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1980,30293000,83085573
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1981,12741000,31820679
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1982,19713000,46026150
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1983,63005000,140950784
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1984,78158000,168807775
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1985,53960000,112792642
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1986,74771000,152843417
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1987,78185000,156338731
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1988,92038000,178264575
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1989,81102000,150971706
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1990,155899000,279940744
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1991,191121005,331404551
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1992,198377400,335607172
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1993,156279604,258313399
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1994,98149191,158766086
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1995,69060605,109376951
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1996,87285900,135705691
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1997,137230200,209639776
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1998,119850090,180823914
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,1999,139615262,207977449
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2000,241105038,351926782
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2001,202421995,288638222
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2002,197075989,276597878
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2003,226632411,312381006
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2004,142096516,191272731
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2005,132011535,172428858
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2006,184233477,233177416
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2007,140070766,172585964
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2008,132398787,159824712
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2009,83006872,99065351
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2010,91697651,108505084
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2011,87077773,101018296
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2012,40744600,46390293
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2013,2979686,3331122
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2014,7117327,7806650
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2015,56049858,60798199
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2016,1390537,1495042
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2017,2305530,2435588
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2018,1860980,1921506
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2019,3174728,3214589
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2020,13181229,13181229
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2021,7620582,7493198
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,2,Obligations,2022,2150000,2075890
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2001,161514960,230307941
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2002,186803051,262179724
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2003,233518497,321872499
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2004,111351482,149887581
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2005,92378656,120661780
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2006,146828303,185835082
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2007,86459422,106529592
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2008,95402936,115165301
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2009,102454415,122275210
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2010,96329495,113985899
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2011,94646642,109798880
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2012,68272692,77732771
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2013,47456355,53053515
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2014,32939125,36129346
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2015,58737805,63713855
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2016,1684110,1810677
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2017,2891084,3054175
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2018,1114318,1150557
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2019,1291257,1307471
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2020,1102375,1102375
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2021,10259962,10088461
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,3,Disbursements,2022,3470930,3351288
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2008,111713000,133212214
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2009,100399000,118352949
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2010,100748000,117752236
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2011,66800000,76547054
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2012,32710000,36785666
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2013,22215000,24531606
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,18,President's Budget Requests,2014,18700000,20260135
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,19,Initial Allocations,2008,103383000,123279101
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,19,Initial Allocations,2009,85916000,101280014
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,19,Initial Allocations,2010,72538000,84780955
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,19,Initial Allocations,2011,41977000,48102032
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,19,Initial Allocations,2012,28330000,31859918
BOL,Bolivia,6,Western Hemisphere,LMIC,Lower Middle Income Country,19,Initial Allocations,2013,5171000,5710238
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2006,13559000,16952143
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2007,15970000,19437081
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2008,15349000,18302921
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2009,21452000,25288175
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2010,25099000,29335206
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2011,24806000,28425543
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2012,18595000,20911937
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2013,15185000,16768511
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2014,14075549,15249868
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2015,11575000,12397376
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2016,12858000,13650625
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2017,11690000,12194206
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2018,11423000,11644584
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2019,11619000,11619000
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2020,15800000,15494140
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1946,17200000,187363835
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1947,1300000,12770138
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1948,1400000,12556054
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1949,800000,6944444
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1950,800000,7036060
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1951,1200000,10025063
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1952,29500000,236947791
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1953,82300000,649053627
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1954,14100000,109898676
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1955,13500000,104408352
BRA,Brazil,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1956,48194000,363453998
