,content,supportUkraine
1244,Do you mean these #NaziUkraine armed forces funded by America. History lesson watch Ukraine on Fire on YouTube by Oliver Stone explains everything https://t.co/LuS05uP77R https://t.co/Ohwj8kOtmN,1
1245,"@PaulaChertok @carolecadwalla @CNN @jimsciutto No electricity, no water, no sanitation, no communication, but many bodies and much destruction. Putin is a sadist thug. #StandWithUkraine",0
1246,".@KyivIndependent The fans of @NorwichCityFC showing their solidarity with Ukraine today.
#StandWithUkraine 🇺🇦
#NCFC https://t.co/Zr0gaqMF89",0
1247,"Any idea who this is, #goebbels? #TracyAnnOberman   @BBCNewsnight @BBCPolitics @BBCr4today @Channel4News @bbcnews #ToryScumOut #bbcaq #bbcqt #CorbynWasRight #CorbynWasPoliticallyAssassinatedByTheBBC #ItWasAScam #ApartheidIsrael #FordeReport #LabourLeaks #StarmerOut #NaziUkraine https://t.co/B2RWGnLkwK",1
1248,"""In the face of Russian threats, European unity and solidarity is key for Ukraine. Russia must know that it is dealing with a united front without exceptions."" #StandWithUkraine https://t.co/3rSfzXNF6Q",0
1249,"The Canadian Gov trained Nazis from the Ukraine and NATO CANADA AND THE USA are complicit 

So hate Putin but this is one of the things he warned about 

#NaziUkraine",1
1250,#StandWithUkraine history cannot repeat itself @NikaMelkozerova https://t.co/mamLSWsEvx,0
1251,Nice to know @TexasChildrens hospital supports nazis. #IstandwithRussia https://t.co/omUsubgMZE,1
1252,"@RepSlotkin @DeptofDefense We need to build up forces to defend Ukraine

#standwithUkraine",0
1253,"@KillPutinn Dr. Gideon Polya counted 70 different times the US invaded other nations since 1776 – or about once every 3 or 4 years. 
https://t.co/HsPQGFOtm1
Presentation Ukrainian War Crimes: 
https://t.co/Zo1uMJX9oW
https://t.co/umXtZl6nDu
#IStandWithPutin
#StopHatingRussians
#SlavaRossii https://t.co/Hp2HmnTrKz",1
1254,@ZelenskyyUa @naftalibennett We stand with Ukraine in northern Ireland 🇮🇪 🇬🇧 🇺🇦,0
1255,"Ah nothing, just a regular mum with a child strolling around the city of Kyiv ---- #Ukraine #StandWithUkraine #RussianUkrainianWar https://t.co/Ef7zOSKrnk",0
1256,"@AVindman @VetVoiceFound @moas_eu Thank you, sir, just made a donation.  We weren't sure which of the many groups to donate to, but my husband and I respect you and trust your recommendation.  We stand with Ukraine. 💙🇺🇦💛",0
1257,"@KyivIndependent “dictator” 🤔 

Why Won’t corrupt #PandoraPapers comedian @ZelenskyyUa 🐷 Let Men Flee #NaziUkraine https://t.co/bf7FoEj7MG",1
1258,@DrEricDing This is absolutely horrifying 💔 To hear these brave souls trying to safeguard the world in the face of unimaginable fear and danger is heartbreaking 💔🥺 Everyday I am more in awe of the people of Ukraine 🇺🇦 #StandWithUkraine #PeaceforUkraine #EndTheWar #PutinsWar 🤬🤬🤬,0
1259,"@Maryam_Rajavi @HanifJazayeri 🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9",0
1260,"https://t.co/OiNfA6dzVH 

Good. 

#IStandWithPutin #IStandWithRussia #NATO",1
1261,@Die_Gruenen and @FDP stand with Ukraine while @spdde is pro-Russia? The Social Democrats and their fighting each other pro-Russia and anti-Russia wings make a real threat to the European security. https://t.co/FlJb0MZ9XT,0
1262,"Granny gets her gun - from a bunch of shameless neo-Nazis... not that the #BBC would ever tell you.

Shit! even Daily Fail having a poke at BBC for its Nazi propaganda. #NaziUkraine #AzovBattalion
https://t.co/aPAH73atIW",1
1263,"@ZelenskyyUa Mr Zelensky. If you could kindly spare a moment to answer a question. In the UK we all want to know urgently. Sir, how is it that you walk around with such enormous testicles? Do you make us of a wheelbarrow? Thanks. #standwithukraine",0
1264,@vonderleyen @EU_Commission you sanction you stole - what TF did you want them to kneel and bow. FU Ursula #IStandWithPutin,1
1265,"The Russian Air Force Just Had A Terrible Day Over Ukraine

#Ukraine 🇺🇦 
#EvilPutin  #StandWithUkraine   #SanctionPutin #NuclearPutin #DefendDemocracy #PeaceNow #EndNuclearWeapons  https://t.co/mPwSBSL2cU",0
1266,"@AprilAncira @theatrewizard That is funny! Not really, but you know what I mean.",0
1267,"@LindseyGrahamSC @ZelenskyyUa You sure didn't stand with Ukraine when Trump tried to extort them, did you Lindsey. Sit down.",0
1268,"@jefyuaz @TadeuszGiczan With Russian forces in Moldova acting as an anvil.  I do not want war and I stand with Ukraine ✊🏼

I hope Russia bleeds itself dry outside the city of Kiev.",0
1269,@nato @UNHumanRights @UN_HRC what about the rights of the #Mariupol women raped by #NaziUkraine forces https://t.co/sE4x8liE9m,1
1270,@Medici1 @mikevorel @Cameron7Ward Have any Oline men he can bring with? GO COUGS… love to see him in the Palouse,0
1271,I commend every country providing material support to Ukraine. Russian aggression must not be tolerated. #StandWithUkraine #boycottrussia #NATO #boycottgermany https://t.co/5QdMB1IVOw,0
1272,"This shows the stupidity of some people. This idiot equates Pro Ukraine with Pro Nazi? I guess he doesn't know that Zelensky is Jewish and his grandfather is the only survivor out of four siblings, survived the actual Nazis. Stand with Ukraine and stand against stupidity ✌️💙💛✌️ https://t.co/GiP93NgPKB",0
1273,@marcorubio @sentdefender Give the $1.5 million from Russia to the Ukrainians. You won’t save your Pro-Russian stance by a few tweets. #StandWithUkraine,0
1274,"Making solid gains daily

#IStandWithPutin https://t.co/kKYbdf2L5D",1
1275,"@drury_solomon @Ruptly Dr. Gideon Polya counted 70 different times the US invaded other nations since 1776 – or about once every 3 or 4 years. 
https://t.co/HsPQGFOtm1
Presentation Ukrainian War Crimes: 
https://t.co/Zo1uMJX9oW
https://t.co/umXtZl6nDu
#IStandWithPutin
#StopHatingRussians
#SlavaRossii https://t.co/zC3GuxHgyL",1
1276,"Long overdue in my opinion. This is needed now more than ever to fully end the world leaders and politicians levels of corruption.

#IStandWithPutin https://t.co/6oAgLqkFW0",1
1277,Wait for it... 🤣🤣 they do not even have this! #IStandWithRussia https://t.co/Y2CSb95JWZ,1
1278,"#Communism is a utopia that was never implemented and never will be, the Soviet Union and present day #Russia are the product of #Russian fascism.

#StandWithUkraine",0
1279,they are better off as captives than fearing death in the UAF.  Russians are honourable #istandwithputin ❤️‍🔥🇷🇺 https://t.co/lJqrzhLSai,1
1280,"Io #Enchanters!

The #NeXaoZ Servitors #HexPutin NFT ⚡ will be auctioned on @AlgogemsNFT 💎 for 24 hours starting at 7:33PM. All proceeds from ALL NeXaoZ sales on  https://t.co/WjvudUz5RT during the auction will be donated to @Ukraine. 🇺🇦 #StandWithUkraine #WitchesForUkraine https://t.co/xqSHkuzHCy",0
1281,"@anneapplebaum Beyond all that, Kiev has a RIGHT to remain an independent state. For how many years was Ukraine under the thumb of one or the other Soviet (read,‘Russian’) dictators? Every free nation on earth has a responsibility to every other nation to stand with Ukraine to resist Russia!",0
1282,"Shared by the @BBC today. 💚🇺🇦 
(Anadolu Agency via Getty Images; caption: People fleeing Ukraine continue to arrive in neighbouring Poland)
#Caturday 
#UkraineRussianWar #StandWithUkraine #Poland #refugees #AnimalsOfUkraine https://t.co/kG9dotZ4Cg",0
1283,"⚡️Mayor of Mariupol Vadym Boychenko told on television what is happening in the city:

#ukraine #StandWithUkraine https://t.co/B3DTfwFbig",0
1284,@itvnews #StandWithUkraine #StopPutinNOW #NoFlyZoneOverUkraine @POTUS please #manup!!!,0
1285,"@visegrad24 🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9",0
1286,@EtoBuziashvili Dictatorship must be ended. We all must protect freedom. #StandWithUkraine 🇺🇦,0
1287,My Conservative colleagues and I #StandWithUkraine https://t.co/KtXKSKFFxt,0
1288,"@ukraine_world @GraWitMik Lies, lies and mass disinformation. 
#naziukraine💀",1
1289,#StandWithUkraine and its brave people! #StopPutinNOW #PutinWarCrimes #PutinIsaWarCriminal https://t.co/l4eGulqWsd,0
1290,"From Science &amp; Fiction: 
We stand with Ukraine. 

Pins and magnetic mask charms in the shop https://t.co/6QBV20xGH0 and our Etsy https://t.co/AyoQImv2eC https://t.co/pGj1h0Lw1b",0
1291,"I stand with Ukraine. My grandparents came to America after surviving attacks from the evil axis during WW2, including their own country. We must protect innocent lives. https://t.co/KNbu2Zgndu",0
1292,"There is an intellectual gap between us!
We are a nation! They are a herd! So it was and remains.
The truth is on our side! And therefore - victory!
I believe in our people, I believe in the Armed Forces of Ukraine!
Slava Ukraini!
#StandWithUkraine
#NATO
#RussianUkrainianWar",0
1293,"My first #PysankyForPeace egg, dedicated to Ukraine goddess Berehynia-Oranta, a ""mother of all"" and symbol of independence. ""Curls"" and crowns are some of her ancient symbols. Now, to make eggs to honor the fallen... #StandWithUkraine https://t.co/9YoT0aAigQ",0
1294,"Like the rest of the world, we are horrified by the situation Ukraine is in. Sending our prayers and aloha to the brave people of Ukraine with this mini display made by our designer, Cory Ho 🙏 🇺🇦
.
.
.
#watanabefloral #hawaiiflorist #withaloha #saynotowar #standwithukraine https://t.co/ypmnBg3G2p",0
1295,"#AppleMaps tells like it is. 
#StandWithUkraine #StopPutinNOW #CrimeaIsUkraine https://t.co/3KPU8ZZx75",0
1296,@Russ_Warrior I live in France and I'm not so optimistic. I wish you're right. #istandwithrussia,1
1297,"1/2

What a joyous thing to see!!

The first school to reopen in #Mariupol, #Ukraine.  

#istandwithrussia https://t.co/IryuD2lExE",1
1298,"It's great to see your President... He appeared to be in good health and wore his trademark smile. Reality is killing them.😂

Long live Putin❤️🙏🏼🇷🇺
No matter what…
#IStandWithPutin https://t.co/Nxrnj0ilvL",1
1299,👋🏼 Hello from Canada! #UkrainianWave #StandWithUkraine https://t.co/GsqyicaBub,0
1300,3 terrorist attacks in #Preidnestrovie (Eastern Moldova). Targets were radio booster towers. This is the #West's attempt to spread the conflict further than the #NaziUkraine territories. #Romanian secret services taking part in these activities.,1
1301,"@MSNBC Excellent points! Time is on Ukraine's side
Putin is a war criminal. Stand with Ukraine
🇺🇦 #StandWithUkraine #Friends #Allies #StopPutin",0
1302,"We can't put NATO troops on the ground if there is a real risk of nukes flying - but - we can do what Russia continues to do - mercenaries. They've been flooding Ukraine with them since 2014 and also used them actively in Syria. Time to airdrop Blackwater in.

#standwithukraine",0
1303,"Its day 62... and #ImSTILLNotSupportingNazis

#NaziUkraine 
#Azovstal 
#AzovBattalion 
#Mariupol 
#Odessa 
#NoneOfMyHeroesAreNazis
#ImNotSupportingNazis
#IDontSupportNazis https://t.co/DdoV3rGkWf",1
1304,"I’ve had a front row seat. This will be interesting. Someday I will author a 📕. For the @ExpressNews we are really coming. We have dynamic journalists, smart marketers, thoughtful leaders, engaged subscribers, civically minded advertisers &amp; great ownership @Hearst #journalism https://t.co/DOxuBJ0D25",0
1305,"USSR flag raised in #Mariupol #Ilyich area 

#Azov #AzovBattalion #Azovstal #NaziUkraine https://t.co/MYA2yUQVzr",1
1306,I #StandWithUkraine 💙💛 praying that this was will not happen. https://t.co/dJWoC25oEj,0
1307,"On January 22, the Day of Unity of Ukraine, the Ukrainian World Congress is calling for a global rally to  #StandWithUkraine and #StopPutinNOW.  Here’s how you can join the global action ➡️https://t.co/yWL16srGUy https://t.co/jH6aaOvaqu",0
1308,"@TuckerCarlson 2013 #Obama supported the coup by #Nazi #Ukraine #NaziUkraine #nazisinukraine. Since 2014, near 14,000 #Russian ethnic #Ukraine #civilians KILLED by #ZelenskyyUA #VolodymyrZelenskyy #government #Military of #Azov trained &amp; armed by #America #NATO provoking #war against #Russia https://t.co/0JGnKICzdh",1
1309,Europe will go in flames if don't #StandWithUkraine https://t.co/H4kEfv9F0B,0
1310,@kitkatagcp @Miinsha9 @biveselov @Ana02338201 @Erdsve @Roberta05205990 @ILRUSSO1 @yanabyrikina @FreedomHonor666 @Justbe_Yaterina @DecemberAndi Hope #Russia wins it soon in order to end US hegemony #istandwithrussia #istandwithputin,1
1311,"@joncoopertweets After the Heartbreaking things weve Seen , My Heart and Soul has always been with Ukraine and always will. PUTIN Should Face the Same thing Saddam Hussein did. I Mean that. #StandWithUkraine🇺🇦",0
1312,"The strength of the Russian nation is the people, and that is a strength they have squandered. Intentionally. That will, as always, come back to haunt them, as seems to be the case now.

Another reason Pres. Biden seeks to address that here in the US. 

6/6 

#StandWithUkraine",0
1313,Yes God bless the #NaziUkraine thugs funded by America watch Ukraine on Fire on YouTube by Oliver Stone explains everything https://t.co/Ei8OH9wLEr https://t.co/gjkSLzRBOF,1
1314,"@Kyiv Stay strong, @Kyiv ! You've got this!
❤🇺🇦

#StandWithUkraine",0
1315,#StandWithUkraine and support  Ukrainian journalism at @HromadskeUA @Hromadske @KyivIndependent,0
1316,"Here are some people's responses of the video in Pro-Ukrainian telegram. 

#NaziUkraine https://t.co/AvapCRLwxS",1
1317,@IrinaFi00080678 please RT if you think #Putin is terrible for the world and should be overthrown! Stand with @Ukraine! Down with tyranny! #StandWithUkraine,0
1318,FYI #StandWithUkraine means you stand with Nazis. Just letting you know.,0
1319,"Wow, ya’ll see this? https://t.co/nhpyx03mdO #GoCamGo @Cameron7Ward ! @Medici1",0
1320,"This guy was walking around telling people where to stand with anti-war, pro Russia, anti sanction, pro union rally in #timesquare right after #standwithukraine rally. People sho held signs seemed uninterested. More propaganda at work https://t.co/D4N14Yvq2Z",0
1321,@Ppp25513966 Putin is evil. @Russia need to overthrow him ASAP. Stand with @ukraine! #StandWithUkraine,0
1322,"#Russian ""liberation""
#IronDome #NoFlyZone #PutinWarCriminal #StopRussia #StopPutin #SanctionLukashenko
#SlavaUkraini #Ukraine #StandWithUkraine https://t.co/ehRDOhb1sX",0
1323,Wanna help support #Ukraine?  Funds from the sales of these #NFTs  (I stand with #Ukraine Skwishies ) will go to help  #Ukrainians #retweet #needtohelp https://t.co/RBoeDUjpJo https://t.co/5LBGW6YLMi,0
1324,"Anastasiia Mereshchuk member of the Halifax, Nova Scotia's Ukrainian, community speaks with CBC's @Mainstreethfx on the pending increase in Russian hostilities.
🇨🇦🇺🇦
#StandWithUkraine 🕯️
https://t.co/ttsI7aemyc",0
1325,"Georgians have experienced the brutality of Putin. The world would be wise to learn from the pain of others.
Before they are next.
#STANDWITHUKRAINE https://t.co/R4ZluYgPyJ",0
1326,"How does Canada ""stand with Ukraine""? Details are scarce. https://t.co/NE4TtuEXfQ",0
1327,"Today is Ukraine Unity Day.
Free World must #StandWithUkraine ! https://t.co/0crQkJu0yK",0
1328,"It will not take long for significant anti-war protest and isolationist rhetoric to materialize in the US and NATO.  Please, while you are still in touch with reality.  #standwithukraine",0
1329,"@EtoBuziashvili @olex_scherba I #StandWithUkraine from London. Wars must end. Dictators have no place among mankind. Stay strong, fellow freedom-lovers. The world is behind you! ✌️🇺🇦✊❤️",0
1330,"#StandWithUkraine #SOUTENEZLUKRAINE #ПідтримайУкраїну
We are grateful to @GlobalCalgary for raising awareness - so much appreciated. #yyc #Ukraine #UkrainianCanadian #Calgary https://t.co/Yyq9vAX2TR",0
1331,#Assad #Syria on the @NATO conflict in #NaziUkraine #Zelensky and the #AzovBattalion #andreibiletsky leader of nazi Nationalist Party who make up 43% of Ukraine armed forces funded by America https://t.co/g53bih8yL6,1
1332,@chipfranklin I stand with Ukraine https://t.co/LiXdtUk78D,0
1333,"Don't know who to credit..

👏👏👏👏

#StandWithUkraine 🇨🇦❤️🇺🇦💙💛 https://t.co/JavnHlRkkB",0
1334,"My heart goes out to the people of Ukraine. Right now thousands are in need. Here's how all of us can help #StandWithUkraine
https://t.co/gb54viKXJW",0
1335,[The Washington Post] Blinken says U.S. will stand with Ukraine if Russia attacks https://t.co/dIP42TFVCw,0
1336,"An important aspect of the Eurasian worldview is an absolute denial of Western civilization. In the opinion of the Eurasians, the West with its ideology of liberalism is an absolute evil.

-Aleksandr Dugin

#nationalbolshevism
#eurasianism
#fuckneoliberalism
#istandwithrussia https://t.co/VEpIk2xVf0",1
1337,"SHAMEFUL !!

#IStandWithPutin https://t.co/cwJVeZwFUS",1
1338,Stand With Ukraine Bracelet https://t.co/l3kcB1BZr4 thanks toCapitola/Aptos Rotary,0
1339,A Mariupol resident talks about how Azov shot her house #nazi #naziukraine #azov #azovnazis #zelensky #ukraine #ukriane #ukrainewar https://t.co/cbCWpVK9Mx,1
1340,"@GaryLineker Just watched it.
#StandWithUkraine 🇺🇦💙💛🙏",0
1341,@melaniejoly @DmytroKuleba @ZelenskyyUa @melaniejoly saying you stand with Ukraine doesn’t mean anything without action. Send the damn defensive weapons and stop “studying it. “.  Russia is a bully and you and @JustinTrudeau need to start showing the spine that the rest of Canada has.,0
1342,"@MintPressNews @PMoarty @ClareDalyMEP There’s always one person in the midst of confused people who will stand up and speak the truth. Unfortunately most people don’t know the brain behind Ukraine 🇺🇦 and Russia 🇷🇺 war, ignorantly people are blaming Russia 🇷🇺. How sad 😢. #IStandWithPutin",1
1343,@ZelenskyyUa @KirilPetkov every day，when I get up，the first thing I do is to confirm that Ukraine is still alive！we stand with Ukraine！,0
1344,"Another amazing Ukrainian artist to support.
#STANDWITHUKRAINE 
https://t.co/rLTEFk0ch1",0
1345,@POTUS @JoeBiden @VP @KamalaHarris  @SenateGOP @SenateDems DO IT #StandWithUkraine 🇺🇸🇺🇦 https://t.co/FXgYpmTIWM,0
1346,"In light of the current #UkraineCrisis, this is an extremely powerful advertisement.

#StandWithUkraine https://t.co/tD29uNhBtK",0
1347,#We stand with Ukraine! https://t.co/BfnLitUGUg,0
1348,"Ukrop nazi terror attack target civilian markets - FIVE MURDERED, 23 wounded
#Ukraine #StopNazisNow #UkraineWarCrimes #AzovNazis #NaziUkraine #Russia https://t.co/hiryY4Xtoh",1
1349,@GallantSays In his mind he thinks he is LeBron James. In reality he is more like Russell Westbrook and is beginning to act more and more like the NBA Russell. The NFL is all about the QB. Wilson is no longer a top-10 QB and the Hawks should cut bait while they can get maximum value.,0
1350,"@decappeal 🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9",0
1351,👇❤️🇺🇦💯👇❤️🇺🇦💯👇❤️🇺🇦💯   Moving video! Everyday people heeding the call to arms to defend their country.  Would today’s average American do that? Serious props to these brave Ukrainian men &amp; women. #StandWithUkraine #UkraineWillResist https://t.co/5knyj0bJ2D,0
1352,@President_Bread here comes the blocked gangsta talking to someone he blocked 😂😂😂 #Moron #Getalife #NaziUkraine #Nazism #Trash Didnt want to be on the POOPIE list https://t.co/RxOX3ZvXXZ,1
1353,Outstanding!!! Russian missile intercept! 🇺🇦#StopPutin #StandWithUkraine🇺🇦️ #PutinWarCriminal https://t.co/0eIrRSLrs0,0
1354,"💛💛💛🇺🇦💛💛💛
      Stand with Ukraine
 💛💛💛🇺🇦💛💛💛 https://t.co/PWJQRjZKOW",0
1355,"https://t.co/DIDWXveaRJ
Such a powerful speech at the opening of the Paralympics opening ceremony yesterday 
Long but worth watching 
#StandWithUkraine 🇺🇦",0
1356,@Reuters We Stand With Ukraine.,0
1357,"https://t.co/rlrM777U2F TANGO DOWN
#OpRussia #Anonymous #Russia #Ukraine #StandWithUkraine https://t.co/m8tsQGnevI",0
1358,"Is bitcoin dictator currency ? Russia, North Korea are using this to avoid sanction #Ukraine #StandWithUkraine",0
1359,STAND WITH UKRAINE OR LOOSE https://t.co/0XuHARQQ7z,0
1360,05/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #Irpin #UkraineRussianWar **Question from @energybants (nuclear expert) https://t.co/x63oIRWrlx,0
1361,"Russians sing Ukrainian national anthem at rally near embassy in The Hague https://t.co/uO9QuOv0kd 

#RussiaOutOfUkraine #RemovePutin #StandWithUkraine #NoFlyZone #HelpUkraineNow  🇺🇦 #UkraineMustNotFall #NATOINUKRAINENOW #StopPutinNOW #LendLease",0
1362,Britain imposes sanctions on its own people to make them stand with Ukraine and forget the deaths by injection. https://t.co/HULeI2hwg8,0
1363,@NataliaAntonova @leahmcelrath I stand with Ukraine!,0
1364,"@SecBlinken @CrimeaUA1 @StateDept We don't need you to ""stand"" with Ukraine. We need massive military aid of serious weapons. You give Israel $3.5 billion of weapons EVERY year while Ukraine got $400million last year. That's pathetic and the Russians can see it! Lack of US help motivates the Russians to attack.",0
1365,"I hope all media outlets keep Ukraine 🇺🇦 reporting outside of paywalls. In the age of instant communication, news has never been so important.  #FreePress Truth matters. #StandWithUkraine https://t.co/UiW3hSCjfo",0
1366,"#BuchaMassacre
Waams carried out by #NaziUkraine #AzovBattalion funded by America for decades
https://t.co/zfVWnUNY0c",1
1367,@ErdmuteD And everyone’s calling bullsh*t on that claim by #BorisJohnson #UK #JohnsonOut40 #JohnsonOut39 #StandWithUkraine,0
1368,@SteveDaines How can you claim to stand with Ukraine when you do this? Are you that fucking stupid?,0
1369,"@Not_the_Bee In other words, DO NOT #standwithUkraine.",0
1370,"@afneil Not forgotten &amp; wont forget, #NotMovingOn till he’s gone #JohnsonOut40 #Partygate #BorisLies #JohnsonLiedPeopleDied #ToryCorruption #ToryRussianAssets #ToriesUnfitToGovern #NHSNotForSale #StandWithUkraine #StopPutin",0
1371,"Because freedom is everything,
Mosul #StandWithUkraine 🇺🇦 https://t.co/eGlkiaoBIj",0
1372,@spectatorindex Good! We are not #NaziUkraine https://t.co/yLXKblxfNh,1
1373,"Fears the West’s failure to militarily intervene to save Ukraine from Russian tanks may embolden a Chinese assault on Taiwan may be misplaced – as China’s bloody history of regional bullying suggests they plan to do it anyway. #standwithukraine

https://t.co/zluRVYwl6Z",0
1374,"Please ignore - This is just a test for Twatter.

#IStandWithPutin 
#IStandWithUkraine",1
1375,@Fischbecker please RT if you think #Putin is terrible for the world and should be overthrown! Stand with @Ukraine! Down with tyranny! #StandWithUkraine,0
1376,"President Joe Biden has said America will stand with Ukraine and has warned Russia that any movements across the border would be met with swift action
https://t.co/2g6GGvLmdO",0
1377,I#StandWithUkraine🇺🇦🇬🇪 https://t.co/vrd39IrLrF,0
1378,"@IAPonomarenko Ukrainian people are showing the world they are a force to be reckoned with. Bravery, courage, determination and passion to fight for what is right, fair and legitimate. All under dreadful conditions caused by tyranny #PrayForUkraine #StopRussianAggression #StandWithUkraine",0
1379,"Ukrainian Etsy Seller
#STANDWITHUKRAINE 
https://t.co/nc4kgxsWCV",0
1380,"Dear westerners, I once again urge you to observe a fast once a week. Your support for #NaziUkraine is going to starve you.",1
1381,"""We need everyone to step up. Together with our allies, we will continue to #StandWithUkraine and urge #Russia to de-escalate.
What happens in Eastern Europe matters for the world. Threats to freedom, democracy and the rule of law are not just regional – they’re global."" https://t.co/q3AzwX4Wj1",0
1382,Ukraine latest #russiawar #standwithukraine  https://t.co/yYG0WXCFs8,0
1383,"LED boards at Ibrox today saying ' We stand with Ukraine' 

Club policy or  Governing body directive ?",0
1384,"@CaterpillarInc @CaterpillarInc 
Stop operating in Russia. 
Refuse to finance Putin’s regime and Russia’s invasion of Ukraine!
#STANDWITHUKRAINE",0
1385,"""At today’s meeting, ministers stressed that any further aggression against Ukraine would have significant consequences and carry a heavy price for Russia.  Allies continue to stand with Ukraine and fully support its sovereignty and territorial integrity""
https://t.co/YsiEcUoQIz",0
1386,@visegrad24 Hibernian Scotland stand with Ukraine. There is a Ukrainian church just along from the stadium https://t.co/4JfKYyvNyK,0
1387,"#StandWithUkraine
@pmtrudeau 
Really time for a no fly zone! https://t.co/2TvqjMmo84",0
1388,#StandWithUkraine🇺🇦 rtwt https://t.co/5absPwxu8z,0
1389,"Since #IStandWithPutin is trending, I thought I’d muck up their hashtag by sharing a photo of an actual hero who is worthy of allegiance: Volodymyr Zelenskyy.

Only fascists, morons, trolls &amp; bots side with Putin. #IStandWithZelenskyy https://t.co/i7LokgYAcM",1
1390,"Ukraine official takes hard line against ‘Russian ultimatums’ in latest talk.
Republicans troubled by Moscow’s role in revived Iran nuclear talks.
Fox News 
I Stand With UKRAINE                                  Order from here👇👇
https://t.co/yHQz2xsktw
#IStandWithUkraine https://t.co/aZvngfWfeZ",0
1391,@Medici1 @chron We'll send him to Seattle immediately!,0
1392,Canada must #StandWithUkraine in this time of uncertainty. https://t.co/aan2VMrHrY,0
1393,You can show that you #StandWithUkraine from anywhere in the world. https://t.co/EOL5BfeehR,0
1394,Amazing united response for Ukrainian Rams leading the teams out this afternoon! #StandWithUkraine 🇺🇦 #Derby 🐏 #Barnsley 🔴 https://t.co/U9tv5gxMKP,0
1395,"Dear @McDonalds. I’m a Canadian-Ukrainian. 

I work in food law. Wrote my doctorate on civil liability of food companies.

Leave Russia. 

If you don’t, I’ll focus my Ukrainian spirit on you for remainder of my career. 

You might not be worried. You should be. 
#StandWithUkraine",0
1396,"@maxseddon Putin 💪💯

 #Russia #putin #Istandwithputin",1
1397,"Myroslaw Tataryn, pastor at the Ukrainian Catholic Church of the Transfiguration in Kitchener, Ont., says his friend and family in Ukraine have been living with the threat of conflict for a long time.
🇨🇦☦️🇺🇦🙏🏼
#StandWithUkraine 🇺🇦
https://t.co/uHFHQD3IAn https://t.co/AcSolIsupc",0
1398,"@JamesCleverly And????
#istandwithrussia 
Major batch of Western-supplied arms in Ukraine destroyed – Russia https://t.co/8PbdQ46BWh",1
1399,America is not going to engage in a shooting war with Russia no matter what @FoxNews wants you to believe. We are going to stand with Ukraine by decapitating the Russian economy. We can punish Russia without firing a shot. And we will.,0
1400,"Today, on the Day of Unity of Ukraine, join the #StandWithUkraine campaign and show your support for #Ukraine https://t.co/lwCJQJ0YEg",0
1401,"@kaitlancollins ""They got money for wars, but can't feed the poor"" - Tupac Shakur. Vote those fools OUT that refuse to put Americans FIRST. Idgaf abt #NaziUkraine! @MsKendallX @blakupinyah @KrisandBugachi https://t.co/LUFNJu6dmU",1
1402,"In Italy the procession of #Ukrainian refugees is greeted with cries of ""Nazis!""

The reasons for this are demoniac refugees from #Ukraine, who do not hesitate to walk around European cities with the swastika of the #Azov national battalion

#UkraineWar #NaziUkraine #NATO https://t.co/JiTY5umRqB",1
1403,Stand With Ukraine https://t.co/T0iUa8CJuV,0
1404,"I just can't watch any more coverage from Ukraine today. My heart just can't handle it. 💔 My prayers are going up for all Ukrainians. We love you so much &amp; pray for your strength &amp; safety every second of every day!! Much love, my friends! 😇🙏🏼🥰

#StandWithUkraine https://t.co/SAFP1Y3yof",0
1405,"@MedvedevRussiaE @MedvedevRussiaE

  You may want to forget the war but the war won't forget you. - Lev Trotsky 
#StandWithUkraine",0
1406,"I know words mean little, but I just want to say that I stand with Ukraine and the people of Russia who want nothing to do with the war. This pointless war is going to hurt and kill people, and it breaks my heart.

Please be safe everyone 🇺🇦🇷🇺 https://t.co/caiL8jW0Dn",0
1407,@TorontoStar We stand with Ukraine! 🇨🇦🇺🇦 https://t.co/uvrb1d0g7n,0
1408,"@RussianEmbassyC @mfa_russia @Russia_Toronto Don't worry. We Americans will do to Canada what is being done to #NaziUkraine right now.

#Ottawa is only 50 miles from the New York State border.",1
1409,We stand with #Ukraine. https://t.co/URgjk7q9q5,0
1410,"""The US and our allies in Europe stand ready to meet Russia on either path, and we will continue to stand with Ukraine.""

US Secretary of State Antony Blinken says Russia 'has a choice between diplomacy and conflict'

https://t.co/bGbATfhcaK",0
1411,"😎🇺🇦😷 They need to be designated a terrorist organization!

#StandWithUkraine vs #Terrorism #PutinAggression https://t.co/Q1QjN1jOsJ",0
1412,@Tesco Which products will you be removing from your shelves to show you really do stand with Ukraine? Start by severing links with @CostaCoffee,0
1413,#StandWithUkraine 🇺🇸 + 🇺🇦 We support and stand with you. https://t.co/PJAcFoKjrz,0
